instrument,time,measured_temperature,measured_turbidity,cleaned_turbidity,turbidity_1min_avg,turbidity_1min_max,turbidity_1min_min,turbidity_1min_sd
Observator NEP-595,2021-08-20 23:20:15,37.71,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 23:30:15,37.08,0.01,0.01,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 23:40:15,35.73,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 23:50:15,34.53,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 00:00:15,32.31,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 00:10:15,30.93,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 00:20:15,29.76,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 00:30:15,28.41,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 00:40:15,27.69,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 00:50:15,26.97,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 01:00:15,26.64,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 01:10:15,26.1,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 01:20:15,25.83,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 01:30:15,25.56,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 01:40:15,25.53,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 01:50:15,25.53,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 02:00:15,25.41,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 02:10:15,25.47,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 02:20:15,25.5,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 02:30:15,25.74,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 02:40:15,25.98,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 02:50:15,25.98,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 03:00:15,25.77,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 03:10:15,26.13,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 03:20:15,26.01,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 03:30:15,25.98,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 03:40:15,25.83,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 03:50:15,25.86,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 04:00:15,25.95,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 04:10:15,25.95,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 04:20:15,26.04,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 04:30:15,26.13,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 04:40:15,25.98,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 04:50:15,25.95,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 05:00:15,26.16,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 05:10:15,26.22,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 05:20:15,26.37,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 05:30:15,26.4,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 05:40:15,26.31,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 05:50:15,26.43,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 06:00:15,26.34,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 06:10:15,26.52,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 06:20:15,26.37,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 06:30:15,26.37,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 06:40:15,26.43,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 06:50:15,26.4,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-21 07:00:15,26.55,0,-8888,not_collected,not_collected,not_collected,not_collected
