instrument,time,measured_pressure,measured_temperature
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:57:17,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:57:47,105.56541,20
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:58:17,105.56541,20
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:58:47,105.56541,20
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:59:17,105.56541,20
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:59:47,105.59484,20
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:00:17,105.56541,20
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:00:47,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:01:17,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:01:47,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:02:17,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:02:47,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:03:17,105.53598,19.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:03:47,105.53598,19.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:04:17,105.53598,19.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:04:47,105.53598,19.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:05:17,105.53598,19.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:05:47,105.50655,19.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:06:17,105.50655,19.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:06:47,105.50655,19.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:07:17,105.50655,19.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:07:47,105.47712,19.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 23:08:17,105.50655,19.5
